Year,Year_ending,Local_Government_Area,Location_Division,Location_Subdivision,Location_Group,Incidents_Recorded
2015,December,East Gippsland,3 Other,33 Retail,332 Service Station,25
2015,December,East Gippsland,3 Other,33 Retail,334 2nd Hand Dealer,1
2015,December,East Gippsland,3 Other,33 Retail,335 Supermarket,45
2015,December,East Gippsland,3 Other,33 Retail,336 Department Store,36
2015,December,East Gippsland,3 Other,33 Retail,337 Shopping Complex,3
2015,December,East Gippsland,3 Other,33 Retail,338 Car Sales Yard,1
2015,December,East Gippsland,3 Other,33 Retail,339 Milkbar,1
2015,December,East Gippsland,3 Other,35 Warehousing/storage,351 Warehousing/Storage,14
2015,December,East Gippsland,3 Other,36 Manufacturing,361 Factory,5
2015,December,East Gippsland,3 Other,36 Manufacturing,362 Any Manufacturing,3
2015,December,East Gippsland,3 Other,37 Agricultural,371 Farmland/Agricultural,19
2015,December,East Gippsland,3 Other,37 Agricultural,373 Other Agricultural,4
2015,December,East Gippsland,3 Other,38 Recreational,381 Licensed Premises,63
2015,December,East Gippsland,3 Other,38 Recreational,383 Cinema,2
2015,December,East Gippsland,3 Other,38 Recreational,384 Sport Area/Facility,15
2015,December,East Gippsland,3 Other,38 Recreational,385 Gaming Venue,9
2015,December,East Gippsland,3 Other,38 Recreational,386 Other Rec./Sports,24
2015,December,East Gippsland,3 Other,39 Other location,392 Other Location (Not Elsewhere),67
2015,December,East Gippsland,3 Other,39 Other location,393 Construction Site,3
2015,December,Frankston,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,388
2015,December,Frankston,1 Residential,11 Dwelling - private,112 House,"2,199"
2015,December,Frankston,1 Residential,11 Dwelling - private,113 Bungalow,13
2015,December,Frankston,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,10
2015,December,Frankston,1 Residential,11 Dwelling - private,116 Ministry Of Housing,11
2015,December,Frankston,1 Residential,12 Dwelling  - non-private,121 Boarding House,18
2015,December,Frankston,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2015,December,Frankston,1 Residential,12 Dwelling  - non-private,124 Nursing Home,11
2015,December,Frankston,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,26
2015,December,Frankston,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,13
2015,December,Frankston,1 Residential,13 Grounds/surrounding land,132 Backyard,62
2015,December,Frankston,1 Residential,13 Grounds/surrounding land,133 Frontyard,543
2015,December,Frankston,1 Residential,13 Grounds/surrounding land,134 Garage,122
2015,December,Frankston,1 Residential,13 Grounds/surrounding land,135 Shed,57
2015,December,Frankston,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,25
2015,December,Frankston,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),44
2015,December,Frankston,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,260
2015,December,Frankston,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,10
2015,December,Frankston,2 Community,21 Education,211 School,73
2015,December,Frankston,2 Community,21 Education,212 School Grounds,26
2015,December,Frankston,2 Community,21 Education,213 Other Educational,15
2015,December,Frankston,2 Community,22 Health,221 Hospital,37
2015,December,Frankston,2 Community,22 Health,222 Medical Centre,25
2015,December,Frankston,2 Community,22 Health,223 Dental,2
2015,December,Frankston,2 Community,22 Health,224 Other Health,15
2015,December,Frankston,2 Community,23 Religious,231 Church,18
2015,December,Frankston,2 Community,23 Religious,232 Other religious,1
2015,December,Frankston,2 Community,24 Public Transport,241 Train,16
2015,December,Frankston,2 Community,24 Public Transport,242 Train Station,137
2015,December,Frankston,2 Community,24 Public Transport,243 Railway Carpark,21
2015,December,Frankston,2 Community,24 Public Transport,245 Bus/Bus Stop,41
2015,December,Frankston,2 Community,24 Public Transport,246 Depot/Terminal,24
2015,December,Frankston,2 Community,24 Public Transport,247 Freight Yard,1
2015,December,Frankston,2 Community,24 Public Transport,249 Taxi,4
2015,December,Frankston,2 Community,25 Other Transport,251 Private Car,58
2015,December,Frankston,2 Community,25 Other Transport,255 Carpark (Single Level),216
2015,December,Frankston,2 Community,25 Other Transport,256 Carpark (Multi Level),24
2015,December,Frankston,2 Community,25 Other Transport,257 Other Transport Type/Area,8
2015,December,Frankston,2 Community,26 Justice,261 Police Station,123
2015,December,Frankston,2 Community,26 Justice,262 Court,507
2015,December,Frankston,2 Community,26 Justice,265 Other Justice Facility,4
2015,December,Frankston,2 Community,26 Justice,269 Other Justice (nec),4
2015,December,Frankston,2 Community,27 Open Space,271 Parkland/Reserve,95
2015,December,Frankston,2 Community,27 Open Space,272 Rural,2
2015,December,Frankston,2 Community,27 Open Space,273 Vacant Block,5
2015,December,Frankston,2 Community,27 Open Space,274 Beach Foreshore,46
2015,December,Frankston,2 Community,27 Open Space,275 Other Open Space,21
2015,December,Frankston,2 Community,27 Open Space,276 Beach Car Park,8
2015,December,Frankston,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,717"
2015,December,Frankston,2 Community,29 Other community location,291 Cemetery,3
2015,December,Frankston,2 Community,29 Other community location,292 Civic Centre,6
2015,December,Frankston,2 Community,29 Other community location,294 Car Wash,3
2015,December,Frankston,3 Other,31 Admin/professional,311 Business Office,76
2015,December,Frankston,3 Other,31 Admin/professional,312 Other Admin/Professional,13
2015,December,Frankston,3 Other,32 Financial,321 Bank,24
2015,December,Frankston,3 Other,32 Financial,323 ATM/Eftpos,6
2015,December,Frankston,3 Other,32 Financial,324 Other Financial,4
2015,December,Frankston,3 Other,33 Retail,331 Chemist/Pharmacy,21
2015,December,Frankston,3 Other,33 Retail,3310 24Hr Convenience,38
2015,December,Frankston,3 Other,33 Retail,3311 Restaurant/Fastfood,101
2015,December,Frankston,3 Other,33 Retail,3312 Other Retail,684
2015,December,Frankston,3 Other,33 Retail,332 Service Station,237
2015,December,Frankston,3 Other,33 Retail,333 Jeweller,4
2015,December,Frankston,3 Other,33 Retail,334 2nd Hand Dealer,26
2015,December,Frankston,3 Other,33 Retail,335 Supermarket,255
2015,December,Frankston,3 Other,33 Retail,336 Department Store,139
2015,December,Frankston,3 Other,33 Retail,337 Shopping Complex,243
2015,December,Frankston,3 Other,33 Retail,338 Car Sales Yard,21
2015,December,Frankston,3 Other,33 Retail,339 Milkbar,20
2015,December,Frankston,3 Other,34 Wholesale,341 Any Wholesale,2
2015,December,Frankston,3 Other,35 Warehousing/storage,351 Warehousing/Storage,26
2015,December,Frankston,3 Other,36 Manufacturing,361 Factory,117
2015,December,Frankston,3 Other,36 Manufacturing,362 Any Manufacturing,6
2015,December,Frankston,3 Other,37 Agricultural,371 Farmland/Agricultural,3
2015,December,Frankston,3 Other,38 Recreational,381 Licensed Premises,115
2015,December,Frankston,3 Other,38 Recreational,382 Tab,2
2015,December,Frankston,3 Other,38 Recreational,383 Cinema,5
2015,December,Frankston,3 Other,38 Recreational,384 Sport Area/Facility,44
2015,December,Frankston,3 Other,38 Recreational,385 Gaming Venue,6
2015,December,Frankston,3 Other,38 Recreational,386 Other Rec./Sports,29
2015,December,Frankston,3 Other,39 Other location,392 Other Location (Not Elsewhere),181
2015,December,Frankston,3 Other,39 Other location,393 Construction Site,39
2015,December,Frankston,3 Other,39 Other location,394 Veterinary Clinic,7
2015,December,Gannawarra,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,4
2015,December,Gannawarra,1 Residential,11 Dwelling - private,112 House,103
2015,December,Gannawarra,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2015,December,Gannawarra,1 Residential,11 Dwelling - private,117 Farm House,2
2015,December,Gannawarra,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2015,December,Gannawarra,1 Residential,13 Grounds/surrounding land,1310 Farm Building,3
2015,December,Gannawarra,1 Residential,13 Grounds/surrounding land,132 Backyard,9
2015,December,Gannawarra,1 Residential,13 Grounds/surrounding land,133 Frontyard,31
2015,December,Gannawarra,1 Residential,13 Grounds/surrounding land,134 Garage,9
2015,December,Gannawarra,1 Residential,13 Grounds/surrounding land,135 Shed,8
2015,December,Gannawarra,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),5
2015,December,Gannawarra,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,3
2015,December,Gannawarra,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,2
2015,December,Gannawarra,2 Community,21 Education,211 School,6
2015,December,Gannawarra,2 Community,21 Education,212 School Grounds,1
2015,December,Gannawarra,2 Community,22 Health,221 Hospital,1
2015,December,Gannawarra,2 Community,22 Health,222 Medical Centre,1
2015,December,Gannawarra,2 Community,22 Health,223 Dental,2
2015,December,Gannawarra,2 Community,23 Religious,231 Church,2
2015,December,Gannawarra,2 Community,24 Public Transport,242 Train Station,1
2015,December,Gannawarra,2 Community,25 Other Transport,251 Private Car,2
2015,December,Gannawarra,2 Community,25 Other Transport,255 Carpark (Single Level),3
2015,December,Gannawarra,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2015,December,Gannawarra,2 Community,26 Justice,261 Police Station,1
2015,December,Gannawarra,2 Community,26 Justice,262 Court,13
2015,December,Gannawarra,2 Community,27 Open Space,271 Parkland/Reserve,17
2015,December,Gannawarra,2 Community,27 Open Space,272 Rural,3
2015,December,Gannawarra,2 Community,27 Open Space,275 Other Open Space,11
2015,December,Gannawarra,2 Community,28 Street/footpath,281 Street/Lane/Footpath,72
2015,December,Gannawarra,2 Community,29 Other community location,291 Cemetery,1
2015,December,Gannawarra,3 Other,32 Financial,321 Bank,2
2015,December,Gannawarra,3 Other,33 Retail,331 Chemist/Pharmacy,1
2015,December,Gannawarra,3 Other,33 Retail,3311 Restaurant/Fastfood,3
2015,December,Gannawarra,3 Other,33 Retail,3312 Other Retail,11
2015,December,Gannawarra,3 Other,33 Retail,332 Service Station,3
2015,December,Gannawarra,3 Other,33 Retail,334 2nd Hand Dealer,1
2015,December,Gannawarra,3 Other,33 Retail,335 Supermarket,5
2015,December,Gannawarra,3 Other,33 Retail,338 Car Sales Yard,2
2015,December,Gannawarra,3 Other,34 Wholesale,341 Any Wholesale,1
2015,December,Gannawarra,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2015,December,Gannawarra,3 Other,36 Manufacturing,361 Factory,2
2015,December,Gannawarra,3 Other,36 Manufacturing,362 Any Manufacturing,2
2015,December,Gannawarra,3 Other,37 Agricultural,371 Farmland/Agricultural,25
2015,December,Gannawarra,3 Other,37 Agricultural,373 Other Agricultural,1
2015,December,Gannawarra,3 Other,38 Recreational,381 Licensed Premises,12
2015,December,Gannawarra,3 Other,38 Recreational,384 Sport Area/Facility,2
2015,December,Gannawarra,3 Other,38 Recreational,386 Other Rec./Sports,6
2015,December,Gannawarra,3 Other,39 Other location,392 Other Location (Not Elsewhere),14
2015,December,Gannawarra,3 Other,39 Other location,394 Veterinary Clinic,1
2015,December,Glen Eira,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,333
2015,December,Glen Eira,1 Residential,11 Dwelling - private,112 House,"1,034"
2015,December,Glen Eira,1 Residential,11 Dwelling - private,113 Bungalow,4
2015,December,Glen Eira,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2015,December,Glen Eira,1 Residential,12 Dwelling  - non-private,121 Boarding House,20
2015,December,Glen Eira,1 Residential,12 Dwelling  - non-private,124 Nursing Home,4
2015,December,Glen Eira,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2015,December,Glen Eira,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,5
2015,December,Glen Eira,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2015,December,Glen Eira,1 Residential,13 Grounds/surrounding land,132 Backyard,26
2015,December,Glen Eira,1 Residential,13 Grounds/surrounding land,133 Frontyard,296
2015,December,Glen Eira,1 Residential,13 Grounds/surrounding land,134 Garage,82
2015,December,Glen Eira,1 Residential,13 Grounds/surrounding land,135 Shed,11
2015,December,Glen Eira,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,34
2015,December,Glen Eira,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),27
2015,December,Glen Eira,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,125
2015,December,Glen Eira,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,33
2015,December,Glen Eira,2 Community,21 Education,211 School,39
2015,December,Glen Eira,2 Community,21 Education,212 School Grounds,18
2015,December,Glen Eira,2 Community,21 Education,213 Other Educational,25
2015,December,Glen Eira,2 Community,22 Health,221 Hospital,10
2015,December,Glen Eira,2 Community,22 Health,222 Medical Centre,11
2015,December,Glen Eira,2 Community,22 Health,223 Dental,4
2015,December,Glen Eira,2 Community,22 Health,224 Other Health,6
2015,December,Glen Eira,2 Community,23 Religious,231 Church,11
2015,December,Glen Eira,2 Community,23 Religious,232 Other religious,3
2015,December,Glen Eira,2 Community,24 Public Transport,241 Train,16
2015,December,Glen Eira,2 Community,24 Public Transport,242 Train Station,126
2015,December,Glen Eira,2 Community,24 Public Transport,243 Railway Carpark,22
2015,December,Glen Eira,2 Community,24 Public Transport,244 Tram/Tram Stop,3
2015,December,Glen Eira,2 Community,24 Public Transport,245 Bus/Bus Stop,4
2015,December,Glen Eira,2 Community,24 Public Transport,246 Depot/Terminal,2
2015,December,Glen Eira,2 Community,24 Public Transport,249 Taxi,6
2015,December,Glen Eira,2 Community,25 Other Transport,251 Private Car,22
2015,December,Glen Eira,2 Community,25 Other Transport,255 Carpark (Single Level),93
2015,December,Glen Eira,2 Community,25 Other Transport,256 Carpark (Multi Level),13
2015,December,Glen Eira,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2015,December,Glen Eira,2 Community,26 Justice,261 Police Station,22
2015,December,Glen Eira,2 Community,26 Justice,262 Court,1
2015,December,Glen Eira,2 Community,26 Justice,265 Other Justice Facility,1
2015,December,Glen Eira,2 Community,27 Open Space,271 Parkland/Reserve,44
2015,December,Glen Eira,2 Community,27 Open Space,275 Other Open Space,5
2015,December,Glen Eira,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,074"
2015,December,Glen Eira,2 Community,29 Other community location,292 Civic Centre,1
2015,December,Glen Eira,2 Community,29 Other community location,293 Gallery,1
2015,December,Glen Eira,3 Other,31 Admin/professional,311 Business Office,52
2015,December,Glen Eira,3 Other,31 Admin/professional,312 Other Admin/Professional,15
2015,December,Glen Eira,3 Other,32 Financial,321 Bank,14
2015,December,Glen Eira,3 Other,32 Financial,323 ATM/Eftpos,3
2015,December,Glen Eira,3 Other,33 Retail,331 Chemist/Pharmacy,25
2015,December,Glen Eira,3 Other,33 Retail,3310 24Hr Convenience,27
2015,December,Glen Eira,3 Other,33 Retail,3311 Restaurant/Fastfood,104
2015,December,Glen Eira,3 Other,33 Retail,3312 Other Retail,206
2015,December,Glen Eira,3 Other,33 Retail,332 Service Station,74
2015,December,Glen Eira,3 Other,33 Retail,333 Jeweller,1
2015,December,Glen Eira,3 Other,33 Retail,334 2nd Hand Dealer,7
2015,December,Glen Eira,3 Other,33 Retail,335 Supermarket,121
2015,December,Glen Eira,3 Other,33 Retail,336 Department Store,10
2015,December,Glen Eira,3 Other,33 Retail,337 Shopping Complex,32
2015,December,Glen Eira,3 Other,33 Retail,338 Car Sales Yard,27
2015,December,Glen Eira,3 Other,33 Retail,339 Milkbar,7
2015,December,Glen Eira,3 Other,34 Wholesale,341 Any Wholesale,3
2015,December,Glen Eira,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2015,December,Glen Eira,3 Other,36 Manufacturing,361 Factory,10
2015,December,Glen Eira,3 Other,38 Recreational,381 Licensed Premises,34
2015,December,Glen Eira,3 Other,38 Recreational,382 Tab,1
2015,December,Glen Eira,3 Other,38 Recreational,383 Cinema,5
2015,December,Glen Eira,3 Other,38 Recreational,384 Sport Area/Facility,19
2015,December,Glen Eira,3 Other,38 Recreational,385 Gaming Venue,3
2015,December,Glen Eira,3 Other,38 Recreational,386 Other Rec./Sports,16
2015,December,Glen Eira,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2015,December,Glen Eira,3 Other,39 Other location,392 Other Location (Not Elsewhere),65
2015,December,Glen Eira,3 Other,39 Other location,393 Construction Site,27
2015,December,Glenelg,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,22
2015,December,Glenelg,1 Residential,11 Dwelling - private,112 House,318
2015,December,Glenelg,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2015,December,Glenelg,1 Residential,11 Dwelling - private,116 Ministry Of Housing,16
2015,December,Glenelg,1 Residential,11 Dwelling - private,117 Farm House,2
2015,December,Glenelg,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2015,December,Glenelg,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2015,December,Glenelg,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2015,December,Glenelg,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,11
2015,December,Glenelg,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2015,December,Glenelg,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2015,December,Glenelg,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2015,December,Glenelg,1 Residential,13 Grounds/surrounding land,132 Backyard,18
2015,December,Glenelg,1 Residential,13 Grounds/surrounding land,133 Frontyard,99
2015,December,Glenelg,1 Residential,13 Grounds/surrounding land,134 Garage,5
2015,December,Glenelg,1 Residential,13 Grounds/surrounding land,135 Shed,14
2015,December,Glenelg,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2015,December,Glenelg,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),5
2015,December,Glenelg,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,27
2015,December,Glenelg,2 Community,21 Education,211 School,13
2015,December,Glenelg,2 Community,21 Education,212 School Grounds,6
2015,December,Glenelg,2 Community,21 Education,213 Other Educational,1
2015,December,Glenelg,2 Community,22 Health,221 Hospital,4
2015,December,Glenelg,2 Community,22 Health,222 Medical Centre,2
2015,December,Glenelg,2 Community,22 Health,224 Other Health,4
2015,December,Glenelg,2 Community,23 Religious,231 Church,2
2015,December,Glenelg,2 Community,24 Public Transport,243 Railway Carpark,1
2015,December,Glenelg,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2015,December,Glenelg,2 Community,25 Other Transport,251 Private Car,8
2015,December,Glenelg,2 Community,25 Other Transport,252 Airfield,1
2015,December,Glenelg,2 Community,25 Other Transport,254 Dock/Wharf,6
2015,December,Glenelg,2 Community,25 Other Transport,255 Carpark (Single Level),15
2015,December,Glenelg,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2015,December,Glenelg,2 Community,26 Justice,261 Police Station,6
2015,December,Glenelg,2 Community,26 Justice,262 Court,39
2015,December,Glenelg,2 Community,27 Open Space,271 Parkland/Reserve,14
2015,December,Glenelg,2 Community,27 Open Space,272 Rural,3
2015,December,Glenelg,2 Community,27 Open Space,273 Vacant Block,4
2015,December,Glenelg,2 Community,27 Open Space,274 Beach Foreshore,7
2015,December,Glenelg,2 Community,27 Open Space,275 Other Open Space,7
2015,December,Glenelg,2 Community,27 Open Space,276 Beach Car Park,3
2015,December,Glenelg,2 Community,28 Street/footpath,281 Street/Lane/Footpath,202
2015,December,Glenelg,2 Community,29 Other community location,291 Cemetery,2
2015,December,Glenelg,2 Community,29 Other community location,292 Civic Centre,2
2015,December,Glenelg,3 Other,31 Admin/professional,311 Business Office,13
2015,December,Glenelg,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2015,December,Glenelg,3 Other,32 Financial,321 Bank,2
2015,December,Glenelg,3 Other,33 Retail,331 Chemist/Pharmacy,3
2015,December,Glenelg,3 Other,33 Retail,3311 Restaurant/Fastfood,19
2015,December,Glenelg,3 Other,33 Retail,3312 Other Retail,36
2015,December,Glenelg,3 Other,33 Retail,332 Service Station,10
2015,December,Glenelg,3 Other,33 Retail,334 2nd Hand Dealer,2
2015,December,Glenelg,3 Other,33 Retail,335 Supermarket,23
2015,December,Glenelg,3 Other,33 Retail,336 Department Store,7
2015,December,Glenelg,3 Other,33 Retail,339 Milkbar,2
2015,December,Glenelg,3 Other,35 Warehousing/storage,351 Warehousing/Storage,7
2015,December,Glenelg,3 Other,36 Manufacturing,361 Factory,3
2015,December,Glenelg,3 Other,36 Manufacturing,362 Any Manufacturing,1
2015,December,Glenelg,3 Other,37 Agricultural,371 Farmland/Agricultural,14
2015,December,Glenelg,3 Other,37 Agricultural,373 Other Agricultural,4
2015,December,Glenelg,3 Other,38 Recreational,381 Licensed Premises,18
2015,December,Glenelg,3 Other,38 Recreational,384 Sport Area/Facility,10
2015,December,Glenelg,3 Other,38 Recreational,385 Gaming Venue,2
2015,December,Glenelg,3 Other,38 Recreational,386 Other Rec./Sports,5
2015,December,Glenelg,3 Other,39 Other location,392 Other Location (Not Elsewhere),31
2015,December,Glenelg,3 Other,39 Other location,393 Construction Site,1
2015,December,Golden Plains,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1
2015,December,Golden Plains,1 Residential,11 Dwelling - private,112 House,120
2015,December,Golden Plains,1 Residential,11 Dwelling - private,113 Bungalow,1
2015,December,Golden Plains,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2015,December,Golden Plains,1 Residential,11 Dwelling - private,116 Ministry Of Housing,1
2015,December,Golden Plains,1 Residential,11 Dwelling - private,117 Farm House,1
2015,December,Golden Plains,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2015,December,Golden Plains,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2015,December,Golden Plains,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2015,December,Golden Plains,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2015,December,Golden Plains,1 Residential,13 Grounds/surrounding land,132 Backyard,19
2015,December,Golden Plains,1 Residential,13 Grounds/surrounding land,133 Frontyard,36
2015,December,Golden Plains,1 Residential,13 Grounds/surrounding land,134 Garage,14
2015,December,Golden Plains,1 Residential,13 Grounds/surrounding land,135 Shed,18
2015,December,Golden Plains,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,12
2015,December,Golden Plains,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),5
2015,December,Golden Plains,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,13
2015,December,Golden Plains,2 Community,21 Education,211 School,3
2015,December,Golden Plains,2 Community,21 Education,212 School Grounds,1
2015,December,Golden Plains,2 Community,22 Health,222 Medical Centre,2
2015,December,Golden Plains,2 Community,23 Religious,231 Church,1
2015,December,Golden Plains,2 Community,25 Other Transport,251 Private Car,1
2015,December,Golden Plains,2 Community,25 Other Transport,255 Carpark (Single Level),2
2015,December,Golden Plains,2 Community,26 Justice,261 Police Station,1
2015,December,Golden Plains,2 Community,27 Open Space,271 Parkland/Reserve,16
2015,December,Golden Plains,2 Community,27 Open Space,272 Rural,8
2015,December,Golden Plains,2 Community,27 Open Space,275 Other Open Space,5
2015,December,Golden Plains,2 Community,28 Street/footpath,281 Street/Lane/Footpath,36
2015,December,Golden Plains,2 Community,29 Other community location,291 Cemetery,1
2015,December,Golden Plains,3 Other,31 Admin/professional,311 Business Office,1
2015,December,Golden Plains,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2015,December,Golden Plains,3 Other,32 Financial,321 Bank,1
2015,December,Golden Plains,3 Other,32 Financial,323 ATM/Eftpos,1
2015,December,Golden Plains,3 Other,33 Retail,3311 Restaurant/Fastfood,1
2015,December,Golden Plains,3 Other,33 Retail,3312 Other Retail,13
2015,December,Golden Plains,3 Other,33 Retail,332 Service Station,17
2015,December,Golden Plains,3 Other,33 Retail,335 Supermarket,1
2015,December,Golden Plains,3 Other,33 Retail,339 Milkbar,4
2015,December,Golden Plains,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2015,December,Golden Plains,3 Other,37 Agricultural,371 Farmland/Agricultural,47
2015,December,Golden Plains,3 Other,37 Agricultural,373 Other Agricultural,18
2015,December,Golden Plains,3 Other,38 Recreational,381 Licensed Premises,3
2015,December,Golden Plains,3 Other,38 Recreational,384 Sport Area/Facility,8
2015,December,Golden Plains,3 Other,38 Recreational,386 Other Rec./Sports,5
2015,December,Golden Plains,3 Other,39 Other location,392 Other Location (Not Elsewhere),25
2015,December,Golden Plains,3 Other,39 Other location,393 Construction Site,3
2015,December,Greater Bendigo,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,181
2015,December,Greater Bendigo,1 Residential,11 Dwelling - private,112 House,"1,418"
2015,December,Greater Bendigo,1 Residential,11 Dwelling - private,113 Bungalow,9
2015,December,Greater Bendigo,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,7
2015,December,Greater Bendigo,1 Residential,11 Dwelling - private,116 Ministry Of Housing,37
2015,December,Greater Bendigo,1 Residential,11 Dwelling - private,117 Farm House,2
2015,December,Greater Bendigo,1 Residential,12 Dwelling  - non-private,121 Boarding House,4
2015,December,Greater Bendigo,1 Residential,12 Dwelling  - non-private,122 Holiday Home,4
2015,December,Greater Bendigo,1 Residential,12 Dwelling  - non-private,123 Guest House,3
2015,December,Greater Bendigo,1 Residential,12 Dwelling  - non-private,124 Nursing Home,12
2015,December,Greater Bendigo,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,33
2015,December,Greater Bendigo,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,11
2015,December,Greater Bendigo,1 Residential,13 Grounds/surrounding land,1310 Farm Building,3
2015,December,Greater Bendigo,1 Residential,13 Grounds/surrounding land,132 Backyard,89
2015,December,Greater Bendigo,1 Residential,13 Grounds/surrounding land,133 Frontyard,319
2015,December,Greater Bendigo,1 Residential,13 Grounds/surrounding land,134 Garage,58
2015,December,Greater Bendigo,1 Residential,13 Grounds/surrounding land,135 Shed,73
2015,December,Greater Bendigo,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,31
2015,December,Greater Bendigo,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),20
2015,December,Greater Bendigo,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,101
2015,December,Greater Bendigo,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,2
2015,December,Greater Bendigo,2 Community,21 Education,211 School,53
2015,December,Greater Bendigo,2 Community,21 Education,212 School Grounds,21
2015,December,Greater Bendigo,2 Community,21 Education,213 Other Educational,10
2015,December,Greater Bendigo,2 Community,22 Health,221 Hospital,26
2015,December,Greater Bendigo,2 Community,22 Health,222 Medical Centre,11
2015,December,Greater Bendigo,2 Community,22 Health,223 Dental,1
2015,December,Greater Bendigo,2 Community,22 Health,224 Other Health,12
2015,December,Greater Bendigo,2 Community,23 Religious,231 Church,15
2015,December,Greater Bendigo,2 Community,23 Religious,232 Other religious,4
2015,December,Greater Bendigo,2 Community,24 Public Transport,241 Train,3
2015,December,Greater Bendigo,2 Community,24 Public Transport,242 Train Station,56
2015,December,Greater Bendigo,2 Community,24 Public Transport,243 Railway Carpark,8
2015,December,Greater Bendigo,2 Community,24 Public Transport,245 Bus/Bus Stop,8
2015,December,Greater Bendigo,2 Community,24 Public Transport,246 Depot/Terminal,4
2015,December,Greater Bendigo,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2015,December,Greater Bendigo,2 Community,24 Public Transport,249 Taxi,3
2015,December,Greater Bendigo,2 Community,25 Other Transport,251 Private Car,17
2015,December,Greater Bendigo,2 Community,25 Other Transport,252 Airfield,1
2015,December,Greater Bendigo,2 Community,25 Other Transport,255 Carpark (Single Level),106
2015,December,Greater Bendigo,2 Community,25 Other Transport,256 Carpark (Multi Level),4
2015,December,Greater Bendigo,2 Community,25 Other Transport,257 Other Transport Type/Area,8
2015,December,Greater Bendigo,2 Community,26 Justice,261 Police Station,46
2015,December,Greater Bendigo,2 Community,26 Justice,262 Court,242
