Year,Year_ending,Local_Government_Area,Location_Division,Location_Subdivision,Location_Group,Incidents_Recorded
2020,December,Alpine,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,6
2020,December,Alpine,1 Residential,11 Dwelling - private,112 House,119
2020,December,Alpine,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,7
2020,December,Alpine,1 Residential,11 Dwelling - private,116 Ministry Of Housing,1
2020,December,Alpine,1 Residential,11 Dwelling - private,117 Farm House,3
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,123 Guest House,4
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,6
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,3
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,132 Backyard,7
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,133 Frontyard,7
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,134 Garage,2
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,135 Shed,6
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,8
2020,December,Alpine,2 Community,21 Education,211 School,5
2020,December,Alpine,2 Community,22 Health,222 Medical Centre,1
2020,December,Alpine,2 Community,24 Public Transport,242 Train Station,1
2020,December,Alpine,2 Community,24 Public Transport,246 Depot/Terminal,1
2020,December,Alpine,2 Community,25 Other Transport,251 Private Car,1
2020,December,Alpine,2 Community,25 Other Transport,255 Carpark (Single Level),2
2020,December,Alpine,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2020,December,Alpine,2 Community,26 Justice,261 Police Station,3
2020,December,Alpine,2 Community,26 Justice,262 Court,8
2020,December,Alpine,2 Community,27 Open Space,271 Parkland/Reserve,7
2020,December,Alpine,2 Community,27 Open Space,272 Rural,11
2020,December,Alpine,2 Community,27 Open Space,273 Vacant Block,1
2020,December,Alpine,2 Community,27 Open Space,275 Other Open Space,6
2020,December,Alpine,2 Community,28 Street/footpath,281 Street/Lane/Footpath,87
2020,December,Alpine,2 Community,29 Other community location,292 Civic Centre,1
2020,December,Alpine,2 Community,29 Other community location,294 Car Wash,1
2020,December,Alpine,3 Other,31 Admin/professional,311 Business Office,1
2020,December,Alpine,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2020,December,Alpine,3 Other,33 Retail,3311 Restaurant/Fastfood,4
2020,December,Alpine,3 Other,33 Retail,3312 Other Retail,9
2020,December,Alpine,3 Other,33 Retail,332 Service Station,5
2020,December,Alpine,3 Other,33 Retail,334 2nd Hand Dealer,1
2020,December,Alpine,3 Other,33 Retail,335 Supermarket,12
2020,December,Alpine,3 Other,33 Retail,338 Car Sales Yard,2
2020,December,Alpine,3 Other,36 Manufacturing,361 Factory,1
2020,December,Alpine,3 Other,36 Manufacturing,362 Any Manufacturing,1
2020,December,Alpine,3 Other,37 Agricultural,371 Farmland/Agricultural,10
2020,December,Alpine,3 Other,37 Agricultural,373 Other Agricultural,5
2020,December,Alpine,3 Other,38 Recreational,381 Licensed Premises,6
2020,December,Alpine,3 Other,38 Recreational,384 Sport Area/Facility,2
2020,December,Alpine,3 Other,38 Recreational,386 Other Rec./Sports,4
2020,December,Alpine,3 Other,39 Other location,392 Other Location (Not Elsewhere),8
2020,December,Ararat,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,31
2020,December,Ararat,1 Residential,11 Dwelling - private,112 House,342
2020,December,Ararat,1 Residential,11 Dwelling - private,113 Bungalow,5
2020,December,Ararat,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2020,December,Ararat,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2020,December,Ararat,1 Residential,11 Dwelling - private,117 Farm House,10
2020,December,Ararat,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2020,December,Ararat,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2020,December,Ararat,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2020,December,Ararat,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,132 Backyard,29
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,133 Frontyard,32
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,134 Garage,9
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,135 Shed,12
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),13
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,27
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2020,December,Ararat,2 Community,21 Education,211 School,6
2020,December,Ararat,2 Community,21 Education,212 School Grounds,3
2020,December,Ararat,2 Community,21 Education,213 Other Educational,2
2020,December,Ararat,2 Community,22 Health,221 Hospital,2
2020,December,Ararat,2 Community,22 Health,224 Other Health,2
2020,December,Ararat,2 Community,23 Religious,231 Church,1
2020,December,Ararat,2 Community,25 Other Transport,251 Private Car,6
2020,December,Ararat,2 Community,25 Other Transport,255 Carpark (Single Level),17
2020,December,Ararat,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2020,December,Ararat,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2020,December,Ararat,2 Community,26 Justice,261 Police Station,13
2020,December,Ararat,2 Community,26 Justice,262 Court,16
2020,December,Ararat,2 Community,26 Justice,265 Other Justice Facility,1
2020,December,Ararat,2 Community,26 Justice,269 Other Justice (nec),4
2020,December,Ararat,2 Community,27 Open Space,271 Parkland/Reserve,23
2020,December,Ararat,2 Community,27 Open Space,272 Rural,12
2020,December,Ararat,2 Community,27 Open Space,273 Vacant Block,3
2020,December,Ararat,2 Community,27 Open Space,275 Other Open Space,9
2020,December,Ararat,2 Community,28 Street/footpath,281 Street/Lane/Footpath,195
2020,December,Ararat,2 Community,29 Other community location,291 Cemetery,1
2020,December,Ararat,2 Community,29 Other community location,292 Civic Centre,3
2020,December,Ararat,2 Community,29 Other community location,294 Car Wash,1
2020,December,Ararat,3 Other,31 Admin/professional,311 Business Office,1
2020,December,Ararat,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2020,December,Ararat,3 Other,32 Financial,321 Bank,3
2020,December,Ararat,3 Other,33 Retail,3310 24Hr Convenience,3
2020,December,Ararat,3 Other,33 Retail,3311 Restaurant/Fastfood,8
2020,December,Ararat,3 Other,33 Retail,3312 Other Retail,9
2020,December,Ararat,3 Other,33 Retail,332 Service Station,15
2020,December,Ararat,3 Other,33 Retail,335 Supermarket,18
2020,December,Ararat,3 Other,33 Retail,336 Department Store,4
2020,December,Ararat,3 Other,33 Retail,338 Car Sales Yard,2
2020,December,Ararat,3 Other,33 Retail,339 Milkbar,1
2020,December,Ararat,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2020,December,Ararat,3 Other,36 Manufacturing,361 Factory,1
2020,December,Ararat,3 Other,36 Manufacturing,362 Any Manufacturing,3
2020,December,Ararat,3 Other,37 Agricultural,371 Farmland/Agricultural,28
2020,December,Ararat,3 Other,37 Agricultural,373 Other Agricultural,39
2020,December,Ararat,3 Other,38 Recreational,381 Licensed Premises,13
2020,December,Ararat,3 Other,38 Recreational,384 Sport Area/Facility,8
2020,December,Ararat,3 Other,38 Recreational,386 Other Rec./Sports,5
2020,December,Ararat,3 Other,39 Other location,392 Other Location (Not Elsewhere),20
2020,December,Ararat,3 Other,39 Other location,393 Construction Site,7
2020,December,Ballarat,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,253
2020,December,Ballarat,1 Residential,11 Dwelling - private,112 House,"2,218"
2020,December,Ballarat,1 Residential,11 Dwelling - private,113 Bungalow,5
2020,December,Ballarat,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,11
2020,December,Ballarat,1 Residential,11 Dwelling - private,115 Houseboat,1
2020,December,Ballarat,1 Residential,11 Dwelling - private,116 Ministry Of Housing,29
2020,December,Ballarat,1 Residential,11 Dwelling - private,117 Farm House,6
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,121 Boarding House,18
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,123 Guest House,8
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,124 Nursing Home,13
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,47
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,8
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,1310 Farm Building,4
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,132 Backyard,55
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,133 Frontyard,164
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,134 Garage,65
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,135 Shed,48
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,34
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),33
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,352
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,8
2020,December,Ballarat,2 Community,21 Education,211 School,44
2020,December,Ballarat,2 Community,21 Education,212 School Grounds,25
2020,December,Ballarat,2 Community,21 Education,213 Other Educational,21
2020,December,Ballarat,2 Community,22 Health,221 Hospital,31
2020,December,Ballarat,2 Community,22 Health,222 Medical Centre,11
2020,December,Ballarat,2 Community,22 Health,224 Other Health,14
2020,December,Ballarat,2 Community,23 Religious,231 Church,7
2020,December,Ballarat,2 Community,23 Religious,232 Other religious,1
2020,December,Ballarat,2 Community,24 Public Transport,241 Train,2
2020,December,Ballarat,2 Community,24 Public Transport,242 Train Station,59
2020,December,Ballarat,2 Community,24 Public Transport,243 Railway Carpark,33
2020,December,Ballarat,2 Community,24 Public Transport,245 Bus/Bus Stop,45
2020,December,Ballarat,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2020,December,Ballarat,2 Community,24 Public Transport,249 Taxi,1
2020,December,Ballarat,2 Community,25 Other Transport,251 Private Car,14
2020,December,Ballarat,2 Community,25 Other Transport,252 Airfield,4
2020,December,Ballarat,2 Community,25 Other Transport,255 Carpark (Single Level),181
2020,December,Ballarat,2 Community,25 Other Transport,256 Carpark (Multi Level),17
2020,December,Ballarat,2 Community,25 Other Transport,257 Other Transport Type/Area,12
2020,December,Ballarat,2 Community,26 Justice,261 Police Station,58
2020,December,Ballarat,2 Community,26 Justice,262 Court,113
2020,December,Ballarat,2 Community,26 Justice,265 Other Justice Facility,2
2020,December,Ballarat,2 Community,27 Open Space,271 Parkland/Reserve,75
2020,December,Ballarat,2 Community,27 Open Space,272 Rural,7
2020,December,Ballarat,2 Community,27 Open Space,273 Vacant Block,7
2020,December,Ballarat,2 Community,27 Open Space,275 Other Open Space,39
2020,December,Ballarat,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,394"
2020,December,Ballarat,2 Community,29 Other community location,291 Cemetery,2
2020,December,Ballarat,2 Community,29 Other community location,292 Civic Centre,1
2020,December,Ballarat,2 Community,29 Other community location,293 Gallery,1
2020,December,Ballarat,2 Community,29 Other community location,294 Car Wash,3
2020,December,Ballarat,3 Other,31 Admin/professional,311 Business Office,30
2020,December,Ballarat,3 Other,31 Admin/professional,312 Other Admin/Professional,11
2020,December,Ballarat,3 Other,32 Financial,321 Bank,17
2020,December,Ballarat,3 Other,32 Financial,323 ATM/Eftpos,1
2020,December,Ballarat,3 Other,32 Financial,324 Other Financial,1
2020,December,Ballarat,3 Other,33 Retail,331 Chemist/Pharmacy,15
2020,December,Ballarat,3 Other,33 Retail,3310 24Hr Convenience,21
2020,December,Ballarat,3 Other,33 Retail,3311 Restaurant/Fastfood,72
2020,December,Ballarat,3 Other,33 Retail,3312 Other Retail,249
2020,December,Ballarat,3 Other,33 Retail,332 Service Station,276
2020,December,Ballarat,3 Other,33 Retail,333 Jeweller,2
2020,December,Ballarat,3 Other,33 Retail,334 2nd Hand Dealer,6
2020,December,Ballarat,3 Other,33 Retail,335 Supermarket,154
2020,December,Ballarat,3 Other,33 Retail,336 Department Store,71
2020,December,Ballarat,3 Other,33 Retail,337 Shopping Complex,220
2020,December,Ballarat,3 Other,33 Retail,338 Car Sales Yard,29
2020,December,Ballarat,3 Other,33 Retail,339 Milkbar,8
2020,December,Ballarat,3 Other,34 Wholesale,341 Any Wholesale,4
2020,December,Ballarat,3 Other,35 Warehousing/storage,351 Warehousing/Storage,25
2020,December,Ballarat,3 Other,36 Manufacturing,361 Factory,27
2020,December,Ballarat,3 Other,36 Manufacturing,362 Any Manufacturing,10
2020,December,Ballarat,3 Other,37 Agricultural,371 Farmland/Agricultural,17
2020,December,Ballarat,3 Other,37 Agricultural,372 Orchard,1
2020,December,Ballarat,3 Other,37 Agricultural,373 Other Agricultural,3
2020,December,Ballarat,3 Other,38 Recreational,381 Licensed Premises,52
2020,December,Ballarat,3 Other,38 Recreational,382 Tab,1
2020,December,Ballarat,3 Other,38 Recreational,383 Cinema,1
2020,December,Ballarat,3 Other,38 Recreational,384 Sport Area/Facility,22
2020,December,Ballarat,3 Other,38 Recreational,385 Gaming Venue,6
2020,December,Ballarat,3 Other,38 Recreational,386 Other Rec./Sports,28
2020,December,Ballarat,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2020,December,Ballarat,3 Other,39 Other location,392 Other Location (Not Elsewhere),88
2020,December,Ballarat,3 Other,39 Other location,393 Construction Site,26
2020,December,Banyule,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,354
2020,December,Banyule,1 Residential,11 Dwelling - private,112 House,"1,747"
2020,December,Banyule,1 Residential,11 Dwelling - private,113 Bungalow,3
2020,December,Banyule,1 Residential,11 Dwelling - private,116 Ministry Of Housing,36
2020,December,Banyule,1 Residential,11 Dwelling - private,117 Farm House,2
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,121 Boarding House,9
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,124 Nursing Home,18
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,14
2020,December,Banyule,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,16
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,132 Backyard,49
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,133 Frontyard,176
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,134 Garage,52
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,135 Shed,13
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,12
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),18
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,388
2020,December,Banyule,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,57
2020,December,Banyule,2 Community,21 Education,211 School,40
2020,December,Banyule,2 Community,21 Education,212 School Grounds,28
2020,December,Banyule,2 Community,21 Education,213 Other Educational,4
2020,December,Banyule,2 Community,22 Health,221 Hospital,75
2020,December,Banyule,2 Community,22 Health,222 Medical Centre,16
2020,December,Banyule,2 Community,22 Health,223 Dental,1
2020,December,Banyule,2 Community,22 Health,224 Other Health,19
2020,December,Banyule,2 Community,23 Religious,231 Church,5
2020,December,Banyule,2 Community,23 Religious,232 Other religious,1
2020,December,Banyule,2 Community,24 Public Transport,241 Train,7
2020,December,Banyule,2 Community,24 Public Transport,242 Train Station,111
2020,December,Banyule,2 Community,24 Public Transport,243 Railway Carpark,38
2020,December,Banyule,2 Community,24 Public Transport,245 Bus/Bus Stop,23
2020,December,Banyule,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2020,December,Banyule,2 Community,24 Public Transport,249 Taxi,6
2020,December,Banyule,2 Community,25 Other Transport,251 Private Car,20
2020,December,Banyule,2 Community,25 Other Transport,255 Carpark (Single Level),92
2020,December,Banyule,2 Community,25 Other Transport,256 Carpark (Multi Level),29
2020,December,Banyule,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2020,December,Banyule,2 Community,26 Justice,261 Police Station,183
2020,December,Banyule,2 Community,26 Justice,262 Court,273
2020,December,Banyule,2 Community,26 Justice,264 Youth Training Centre,2
2020,December,Banyule,2 Community,26 Justice,265 Other Justice Facility,7
2020,December,Banyule,2 Community,26 Justice,269 Other Justice (nec),4
2020,December,Banyule,2 Community,27 Open Space,271 Parkland/Reserve,95
2020,December,Banyule,2 Community,27 Open Space,272 Rural,1
2020,December,Banyule,2 Community,27 Open Space,273 Vacant Block,2
2020,December,Banyule,2 Community,27 Open Space,275 Other Open Space,2
2020,December,Banyule,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,404"
2020,December,Banyule,2 Community,29 Other community location,292 Civic Centre,3
2020,December,Banyule,2 Community,29 Other community location,294 Car Wash,3
2020,December,Banyule,3 Other,31 Admin/professional,311 Business Office,19
2020,December,Banyule,3 Other,31 Admin/professional,312 Other Admin/Professional,8
2020,December,Banyule,3 Other,32 Financial,321 Bank,5
2020,December,Banyule,3 Other,33 Retail,331 Chemist/Pharmacy,37
2020,December,Banyule,3 Other,33 Retail,3310 24Hr Convenience,10
2020,December,Banyule,3 Other,33 Retail,3311 Restaurant/Fastfood,58
2020,December,Banyule,3 Other,33 Retail,3312 Other Retail,157
2020,December,Banyule,3 Other,33 Retail,332 Service Station,117
2020,December,Banyule,3 Other,33 Retail,334 2nd Hand Dealer,11
2020,December,Banyule,3 Other,33 Retail,335 Supermarket,143
2020,December,Banyule,3 Other,33 Retail,336 Department Store,17
2020,December,Banyule,3 Other,33 Retail,337 Shopping Complex,167
2020,December,Banyule,3 Other,33 Retail,338 Car Sales Yard,5
2020,December,Banyule,3 Other,33 Retail,339 Milkbar,13
2020,December,Banyule,3 Other,35 Warehousing/storage,351 Warehousing/Storage,16
2020,December,Banyule,3 Other,36 Manufacturing,361 Factory,22
2020,December,Banyule,3 Other,36 Manufacturing,362 Any Manufacturing,5
2020,December,Banyule,3 Other,37 Agricultural,373 Other Agricultural,1
2020,December,Banyule,3 Other,38 Recreational,381 Licensed Premises,38
2020,December,Banyule,3 Other,38 Recreational,382 Tab,2
2020,December,Banyule,3 Other,38 Recreational,384 Sport Area/Facility,30
2020,December,Banyule,3 Other,38 Recreational,385 Gaming Venue,3
2020,December,Banyule,3 Other,38 Recreational,386 Other Rec./Sports,16
2020,December,Banyule,3 Other,39 Other location,391 Massage Parlour/Brothel,4
2020,December,Banyule,3 Other,39 Other location,392 Other Location (Not Elsewhere),71
2020,December,Banyule,3 Other,39 Other location,393 Construction Site,25
2020,December,Banyule,3 Other,39 Other location,394 Veterinary Clinic,1
2020,December,Bass Coast,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,65
2020,December,Bass Coast,1 Residential,11 Dwelling - private,112 House,842
2020,December,Bass Coast,1 Residential,11 Dwelling - private,113 Bungalow,4
2020,December,Bass Coast,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,21
2020,December,Bass Coast,1 Residential,11 Dwelling - private,117 Farm House,19
2020,December,Bass Coast,1 Residential,12 Dwelling  - non-private,122 Holiday Home,40
2020,December,Bass Coast,1 Residential,12 Dwelling  - non-private,123 Guest House,4
2020,December,Bass Coast,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,16
2020,December,Bass Coast,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,1310 Farm Building,10
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,132 Backyard,19
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,133 Frontyard,80
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,134 Garage,22
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,135 Shed,18
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,16
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),6
2020,December,Bass Coast,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,82
2020,December,Bass Coast,2 Community,21 Education,211 School,25
2020,December,Bass Coast,2 Community,21 Education,212 School Grounds,6
2020,December,Bass Coast,2 Community,21 Education,213 Other Educational,4
2020,December,Bass Coast,2 Community,22 Health,221 Hospital,8
2020,December,Bass Coast,2 Community,22 Health,222 Medical Centre,3
2020,December,Bass Coast,2 Community,23 Religious,231 Church,1
2020,December,Bass Coast,2 Community,24 Public Transport,245 Bus/Bus Stop,3
2020,December,Bass Coast,2 Community,25 Other Transport,251 Private Car,3
2020,December,Bass Coast,2 Community,25 Other Transport,253 Boat,5
2020,December,Bass Coast,2 Community,25 Other Transport,254 Dock/Wharf,2
2020,December,Bass Coast,2 Community,25 Other Transport,255 Carpark (Single Level),31
2020,December,Bass Coast,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2020,December,Bass Coast,2 Community,26 Justice,261 Police Station,10
2020,December,Bass Coast,2 Community,26 Justice,262 Court,5
2020,December,Bass Coast,2 Community,27 Open Space,271 Parkland/Reserve,25
2020,December,Bass Coast,2 Community,27 Open Space,272 Rural,9
2020,December,Bass Coast,2 Community,27 Open Space,273 Vacant Block,4
2020,December,Bass Coast,2 Community,27 Open Space,274 Beach Foreshore,24
2020,December,Bass Coast,2 Community,27 Open Space,275 Other Open Space,6
2020,December,Bass Coast,2 Community,27 Open Space,276 Beach Car Park,15
2020,December,Bass Coast,2 Community,28 Street/footpath,281 Street/Lane/Footpath,259
2020,December,Bass Coast,2 Community,29 Other community location,292 Civic Centre,1
2020,December,Bass Coast,2 Community,29 Other community location,294 Car Wash,1
2020,December,Bass Coast,3 Other,31 Admin/professional,311 Business Office,3
2020,December,Bass Coast,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2020,December,Bass Coast,3 Other,32 Financial,323 ATM/Eftpos,1
2020,December,Bass Coast,3 Other,33 Retail,331 Chemist/Pharmacy,1
2020,December,Bass Coast,3 Other,33 Retail,3311 Restaurant/Fastfood,17
2020,December,Bass Coast,3 Other,33 Retail,3312 Other Retail,57
2020,December,Bass Coast,3 Other,33 Retail,332 Service Station,30
2020,December,Bass Coast,3 Other,33 Retail,335 Supermarket,38
2020,December,Bass Coast,3 Other,33 Retail,336 Department Store,7
2020,December,Bass Coast,3 Other,33 Retail,337 Shopping Complex,16
2020,December,Bass Coast,3 Other,33 Retail,339 Milkbar,2
2020,December,Bass Coast,3 Other,34 Wholesale,341 Any Wholesale,1
2020,December,Bass Coast,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2020,December,Bass Coast,3 Other,36 Manufacturing,361 Factory,4
2020,December,Bass Coast,3 Other,37 Agricultural,371 Farmland/Agricultural,11
2020,December,Bass Coast,3 Other,37 Agricultural,373 Other Agricultural,3
2020,December,Bass Coast,3 Other,38 Recreational,381 Licensed Premises,22
2020,December,Bass Coast,3 Other,38 Recreational,383 Cinema,1
2020,December,Bass Coast,3 Other,38 Recreational,384 Sport Area/Facility,8
2020,December,Bass Coast,3 Other,38 Recreational,386 Other Rec./Sports,11
2020,December,Bass Coast,3 Other,39 Other location,392 Other Location (Not Elsewhere),27
2020,December,Bass Coast,3 Other,39 Other location,393 Construction Site,13
2020,December,Baw Baw,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,70
2020,December,Baw Baw,1 Residential,11 Dwelling - private,112 House,"1,036"
2020,December,Baw Baw,1 Residential,11 Dwelling - private,113 Bungalow,9
2020,December,Baw Baw,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,33
2020,December,Baw Baw,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2020,December,Baw Baw,1 Residential,11 Dwelling - private,117 Farm House,40
2020,December,Baw Baw,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2020,December,Baw Baw,1 Residential,12 Dwelling  - non-private,124 Nursing Home,4
2020,December,Baw Baw,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,28
2020,December,Baw Baw,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,13
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,1310 Farm Building,13
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,132 Backyard,31
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,133 Frontyard,92
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,134 Garage,40
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,135 Shed,48
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,17
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),8
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,190
2020,December,Baw Baw,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,9
2020,December,Baw Baw,2 Community,21 Education,211 School,32
2020,December,Baw Baw,2 Community,21 Education,212 School Grounds,10
2020,December,Baw Baw,2 Community,21 Education,213 Other Educational,4
2020,December,Baw Baw,2 Community,22 Health,221 Hospital,9
2020,December,Baw Baw,2 Community,22 Health,222 Medical Centre,11
2020,December,Baw Baw,2 Community,22 Health,223 Dental,2
2020,December,Baw Baw,2 Community,22 Health,224 Other Health,6
2020,December,Baw Baw,2 Community,23 Religious,231 Church,4
2020,December,Baw Baw,2 Community,23 Religious,232 Other religious,1
2020,December,Baw Baw,2 Community,24 Public Transport,241 Train,3
2020,December,Baw Baw,2 Community,24 Public Transport,242 Train Station,40
2020,December,Baw Baw,2 Community,24 Public Transport,243 Railway Carpark,16
2020,December,Baw Baw,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2020,December,Baw Baw,2 Community,24 Public Transport,246 Depot/Terminal,2
2020,December,Baw Baw,2 Community,24 Public Transport,249 Taxi,1
2020,December,Baw Baw,2 Community,25 Other Transport,251 Private Car,16
2020,December,Baw Baw,2 Community,25 Other Transport,255 Carpark (Single Level),61
2020,December,Baw Baw,2 Community,25 Other Transport,256 Carpark (Multi Level),3
2020,December,Baw Baw,2 Community,25 Other Transport,257 Other Transport Type/Area,5
2020,December,Baw Baw,2 Community,26 Justice,261 Police Station,21
2020,December,Baw Baw,2 Community,26 Justice,262 Court,1
2020,December,Baw Baw,2 Community,27 Open Space,271 Parkland/Reserve,101
2020,December,Baw Baw,2 Community,27 Open Space,272 Rural,15
2020,December,Baw Baw,2 Community,27 Open Space,273 Vacant Block,5
2020,December,Baw Baw,2 Community,27 Open Space,275 Other Open Space,21
2020,December,Baw Baw,2 Community,28 Street/footpath,281 Street/Lane/Footpath,868
2020,December,Baw Baw,2 Community,29 Other community location,291 Cemetery,5
2020,December,Baw Baw,2 Community,29 Other community location,292 Civic Centre,4
2020,December,Baw Baw,2 Community,29 Other community location,293 Gallery,1
2020,December,Baw Baw,2 Community,29 Other community location,294 Car Wash,6
2020,December,Baw Baw,3 Other,31 Admin/professional,311 Business Office,22
2020,December,Baw Baw,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2020,December,Baw Baw,3 Other,32 Financial,321 Bank,3
